8675	4	71	10	64	20
8676	4	71	10	64	20
8677	4	71	10	64	20
8678	4	71	10	64	20
8679	4	71	10	64	20
8770	1	27	20	1	5000
8771	1	27	20	1	6000
8772	1	27	20	1	7000
8773	1	27	20	1	8000
8774	1	27	20	1	9000
8775	1	27	20	1	10000
8776	1	27	20	1	11000
8777	1	27	20	1	12000
8778	1	27	20	1	13000
8779	1	27	20	1	15000
8780	4	116	24	117	16
8781	4	116	24	117	16
8782	4	116	24	117	16
8783	4	116	24	117	16
8784	4	116	24	117	16
8785	4	116	24	117	16
8786	4	116	24	117	16
8787	4	116	24	117	16
8788	4	116	24	117	16
8789	4	116	24	117	16
12100	1	71	2	0	0
12101	2	71	4	0	0
12102	3	71	7	0	0
12103	4	71	10	0	0
12104	1	71	2	0	0
12105	2	71	4	0	0
12106	3	71	7	0	0
12107	4	71	10	0	0
12108	1	71	2	0	0
12109	2	71	4	0	0
12110	3	71	7	0	0
12111	4	71	10	0	0
12112	1	71	2	0	0
12113	2	71	4	0	0
12114	3	71	7	0	0
12115	4	71	10	0	0
12790	1	117	2	0	0
12791	2	117	4	0	0
12792	3	117	7	0	0
12793	4	117	10	0	0
12810	1	117	2	0	0
12811	2	117	4	0	0
12812	3	117	7	0	0
12813	4	117	10	0	0
12830	1	117	2	0	0
12831	2	117	4	0	0
12832	3	117	7	0	0
12833	4	117	10	0	0
12850	1	117	2	0	0
12851	2	117	4	0	0
12852	3	117	7	0	0
12853	4	117	10	0	0
12854	1	64	2	0	0
12855	2	64	4	0	0
12856	3	64	7	0	0
12857	4	64	10	0	0
12858	1	64	2	0	0
12859	2	64	4	0	0
12860	3	64	7	0	0
12861	4	64	10	0	0
12862	1	64	2	0	0
12863	2	64	4	0	0
12864	3	64	7	0	0
12865	4	64	10	0	0
12866	1	64	2	0	0
12867	2	64	4	0	0
12868	3	64	7	0	0
12869	4	64	10	0	0
13070	1	59	1	0	0
13071	2	59	3	0	0
13072	3	59	6	0	0
13073	4	59	10	0	0
13090	1	60	1	0	0
13091	2	60	3	0	0
13092	3	60	6	0	0
13093	4	60	10	0	0
13110	1	61	1	0	0
13111	2	61	3	0	0
13112	3	61	6	0	0
13113	4	61	10	0	0
13130	1	62	1	0	0
13131	2	62	3	0	0
13132	3	62	6	0	0
13133	4	62	10	0	0
13150	1	1	3000	73	5
13151	2	1	6000	73	10
13152	3	1	10000	73	15
13153	4	1	15000	73	20
13170	1	117	2	0	0
13171	2	117	4	0	0
13172	3	117	7	0	0
13173	4	117	10	0	0
14230	1	116	2	0	0
14231	2	116	4	0	0
14232	3	116	7	0	0
14233	4	116	10	0	0
15010	1	73	1	0	0
15011	2	73	2	0	0
15012	3	73	3	0	0
15013	4	73	5	0	0
15460	1	117	2	0	0
15461	2	117	4	0	0
15462	3	117	7	0	0
15463	4	117	10	0	0
15464	1	90	4	16	5
15465	2	90	8	16	10
15466	3	90	12	16	15
15467	4	90	15	16	20
16230	1	116	2	0	0
16231	2	116	4	0	0
16232	3	116	7	0	0
16233	4	116	10	0	0
16590	1	15	5	10	5
16591	2	15	10	10	10
16592	3	15	15	10	15
16593	4	15	20	10	20
17230	1	116	2	0	0
17231	2	116	4	0	0
17232	3	116	7	0	0
17233	4	116	10	0	0
17580	1	17	5	16	5
17581	2	17	10	16	10
17582	3	17	15	16	15
17583	4	17	20	16	20
18140	1	0	0	0	0
18141	2	0	0	0	0
18142	3	0	0	0	0
18143	4	0	0	0	0
19309	1	71	2	64	5
19310	2	71	4	64	10
19311	3	71	7	64	15
19312	4	71	10	64	20
19509	1	71	2	64	5
19510	2	71	4	64	10
19511	3	71	7	64	15
19512	4	71	10	64	20
19709	1	71	2	64	5
19710	2	71	4	64	10
19711	3	71	7	64	15
19712	4	71	10	64	20
19909	1	71	2	64	5
19910	2	71	4	64	10
19911	3	71	7	64	15
19912	4	71	10	64	20
40004	0	119	12	0	0
40101	4	23	5	119	10
40102	4	23	5	119	10
40103	4	23	5	119	10
40104	4	23	5	119	10
40105	4	23	5	119	10
40106	4	23	5	119	10
41021	4	1	5000	116	15
41022	4	1	5000	116	15
41259	1	63	20	0	0
41260	1	63	20	0	0
41600	4	23	5	119	10
41601	4	23	5	119	10
41602	4	23	5	119	10
41603	4	23	5	119	10
41604	4	23	5	119	10
41605	4	23	5	119	10
41606	4	1	5000	116	15
41607	4	1	5000	116	15
41608	4	117	10	1	5000
41609	4	117	10	1	5000
41610	4	103	15	27	10
41611	4	103	15	27	10
41612	4	103	15	27	10
41613	4	103	15	27	10
41614	4	103	15	27	10
41615	4	103	15	27	10
41616	4	103	15	27	10
41617	4	103	15	27	10
41618	4	17	15	27	10
41619	4	17	15	27	10
41620	1	63	20	0	0
41621	1	63	20	0	0
41622	1	63	20	0	0
41623	1	63	20	0	0
41624	1	63	20	0	0
41625	1	63	20	0	0
45057	1	63	20	0	0
45058	1	63	20	0	0
45137	4	117	10	1	5000
45138	4	117	10	1	5000
48321	4	1	10000	103	20
49010	0	1	10000	0	0
49111	4	103	15	27	10
49112	4	103	15	27	10
49113	4	103	15	27	10
49114	4	103	15	27	10
49115	4	103	15	27	10
49116	4	103	15	27	10
49117	4	103	15	27	10
49118	4	103	15	27	10
49119	4	103	10	17	10
49120	4	103	10	17	10
49919	4	17	15	27	10
49920	4	17	15	27	10
53025	1	1	3000	0	0
53026	0	1	3000	0	0
53027	0	1	3000	0	0
53028	0	1	3000	0	0
53248	0	1	3000	0	0
53249	0	1	3000	0	0
53250	0	1	3000	0	0
53290	2	1	4000	0	0
53291	3	1	5000	0	0
53292	4	1	6000	67	10
53293	1	0	0	0	0
53294	2	0	0	0	0
53295	3	0	0	0	0
53296	4	0	0	0	0
70027	4	0	0	0	0
71136	0	119	5	0	0
71188	0	119	8	0	0
71234	0	119	8	0	0
71235	0	119	8	0	0
88257	4	116	5	117	5
611309	1	1	5000	0	0
611319	1	1	5000	0	0
611329	1	1	5000	0	0
611530	4	0	0	0	0
